鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段241~270號,15.8,商,,,1030607,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050601,176.19,3,2,2,有,無,38880000,242887,坡道平面,26.82,2600000,,RPXNMLKLIILFFCA57CA
內湖區,房地(土地+建物),臺北市內湖區內湖路二段241~270號,17.11,商,,,1040410,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050601,172.18,3,2,2,有,無,43380000,251946,,0.0,0,,RPOOMLKLIILFFCA76CA
中山區,房地(土地+建物),臺北市中山區長安東路二段151~180號,7.32,商,,,1050822,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050411,87.29,0,0,0,無,有,29800000,341391,,0.0,0,,RPSRMLKLIILFFCA47CA
中山區,房地(土地+建物)+車位,臺北市中山區長安東路二段151~180號,7.42,商,,,1050822,土地0建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050411,140.01,2,1,1,有,有,31700000,333333,坡道平面,52.71,2600000,,RPTRMLKLIILFFCA57CA
中山區,房地(土地+建物)+車位,臺北市中山區長安東路一段1~30號,32.0,商,,,1050520,土地2建物2車位2,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960904,294.38,2,2,2,有,有,53000000,180046,坡道平面,0.0,0,,RPSNMLLLIILFFCA17CA
中山區,房地(土地+建物)+車位,臺北市中山區長安東路二段151~180號,7.95,商,,,1050905,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050411,146.28,0,0,0,無,有,33900000,333440,坡道平面,52.71,2700000,,RPVNMLLLIILFFCA47CA
內湖區,房地(土地+建物),臺北市內湖區麗山街385巷1~30號,28.81,住,,,1050803,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,0680626,104.23,3,1,2,有,無,7600000,72916,,0.0,0,親友、員工或其他特殊關係間之交易。,RPXOMLTKIILFFCA48CA
內湖區,房地(土地+建物),臺北市內湖區內湖路二段241~270號,10.19,商,,,1050818,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050601,102.62,0,0,0,無,無,24980000,243422,,0.0,0,,RPWOMLRKIILFFCA18CA
內湖區,房地(土地+建物),臺北市內湖區內湖路二段241~270號,9.72,商,,,1030513,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050601,97.77,2,2,1,有,無,19990000,204459,,0.0,0,親友、員工或其他特殊關係間之交易。,RPXOMLRKIILFFCA28CA
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段241~270號,9.26,商,,,1030322,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050601,110.17,0,0,0,無,無,23530000,251110,坡道平面,26.82,2600000,,RPOPMLRKIILFFCA47CA
內湖區,房地(土地+建物),臺北市內湖區內湖路二段241~270號,8.32,商,,,1030320,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050601,83.19,2,1,1,有,無,21000000,252434,,0.0,0,,RPPPMLRKIILFFCA57CA
松山區,房地(土地+建物),臺北市松山區民生東路五段181~210號,3.71,商,,,1050822,土地1建物2車位0,七層,二十層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780629,59.01,2,1,1,有,有,11500000,194882,,0.0,0,陽台外推,RPQOMLMLRHLFFDA08CA
松山區,房地(土地+建物),臺北市松山區民生東路五段181~210號,2.08,商,,,1050515,土地1建物1車位0,二十層,二十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0780629,29.5,1,1,1,有,有,7300000,247458,,0.0,0,,RPUOMLOLRHLFFDA68CA
信義區,房地(土地+建物)+車位,臺北市信義區虎林街120巷91~120號,10.9,住,,,1050829,土地1建物1車位1,七層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950404,62.03,1,1,1,有,有,13500000,217637,塔式車位,12.62,0,,RPUOMLNLRHLFFDA58CA
信義區,房地(土地+建物),臺北市信義區林口街24巷31~60號,30.0,住,,,1050812,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0581215,67.65,3,2,1,有,無,9600000,141907,,0.0,0,親友、員工或其他特殊關係間之交易。,RPXNMLQLRHLFFDA09CA
松山區,房地(土地+建物),臺北市松山區延吉街1~30號,21.28,住,,,1050824,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0800426,77.78,1,1,1,有,有,14120000,181538,,0.0,0,,RPUNMLTLRHLFFDA09CA
松山區,房地(土地+建物),臺北市松山區延吉街1~30號,15.12,住,,,1050824,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0800426,55.26,1,1,1,有,有,9500000,171915,,0.0,0,,RPVNMLTLRHLFFDA56CA
松山區,房地(土地+建物)+車位,臺北市松山區三民路68巷1~30號,28.75,住,,,1050812,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0810310,122.5,3,2,2,有,有,23000000,187755,坡道平面,0.0,0,,RPRPMLTLRHLFFDA98CA
南港區,房地(土地+建物),臺北市南港區向陽路120巷1~30號,28.31,住,,,1050818,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,95.43,3,2,2,有,無,14500000,151944,,0.0,0,,RPSOMLRJIILFFDA77CA
松山區,房地(土地+建物)+車位,臺北市松山區慶城街1~30號,57.93,住,,,1021125,土地1建物1車位2,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041105,415.11,3,2,4,有,有,146600000,453712,坡道平面,104.34,5600000,,RPPQMLQJIILFFDA57CA
信義區,房地(土地+建物),臺北市信義區信安街103巷1~30號,176.41,住,,,1050829,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1021022,457.64,4,2,3,有,無,90000000,196661,坡道平面,0.0,0,,RPXOMLRKIILFFDA38CA
士林區,房地(土地+建物),臺北市士林區中山北路七段114巷61~90號,22.89,住,,,1050825,土地8建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720301,112.57,3,2,2,有,無,5200000,46193,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUOMLLLRHLFFEA48CA
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段315巷31~60號,52.05,住,,,1050804,土地1建物1車位2,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021023,313.65999999999997,4,2,2,有,有,42800000,136453,坡道平面,102.28,0,含增建或未登記建物。,RPQNMLMLRHLFFEA08CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街二段421~450號,24.84,住,,,1050806,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841002,95.33000000000001,2,2,1,有,無,13250000,138991,升降機械,26.71,0,含增建或未登記建物。,RPRNMLMLRHLFFEA18CA
士林區,房地(土地+建物),臺北市士林區重慶北路四段181~210號,37.62,住,,,1050731,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0590617,65.98,3,1,1,有,無,7350000,111397,,0.0,0,含增建或未登記建物。,RPUNMLMLRHLFFEA48CA
北投區,房地(土地+建物),臺北市北投區光明路211~240號,9.19,其他,,,1050908,土地1建物1車位0,二層,七層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0710521,50.58,0,0,0,無,有,8000000,158165,,0.0,0,陽台外推。,RPOOMLMLRHLFFEA97CA
北投區,土地,八仙段二小段1~30地號,1135.0,農,,,1050824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,72101400,63525,,0.0,0,,RPTNMLNLRHLFFEA48CA
士林區,土地,菁山段二小段301~330地號,3129.88,其他,,,1050617,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,58600000,18723,,0.0,0,含未辦保存登記建物1棟。,RPRNMLTLRHLFFEA88CA
北投區,房地(土地+建物),臺北市北投區中央南路二段1~30號,8.44,工,,,1050905,土地1建物1車位0,八層,十九層,廠辦,見其他登記事項,鋼筋混凝土造,1040828,52.36,0,0,0,無,無,6440000,122995,,0.0,0,,RPPOMLNJIILFFEA17CA
士林區,房地(土地+建物),臺北市士林區文林路541~570號,13.27,商,,,990305,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050517,95.15,1,1,1,有,有,12890000,135470,,0.0,0,買賣價為預售屋價格,RPVPMLNJIILFFEA87CA
士林區,房地(土地+建物)+車位,臺北市士林區文林路541~570號,11.92,商,,,1030727,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050517,114.62,2,2,1,有,有,14650000,146421,坡道平面,31.64,2500000,買賣價為預售屋價格,RPXPMLNJIILFFEA08CA
北投區,房地(土地+建物),臺北市北投區文林北路80巷38弄1~30號,36.0,住,,,1050813,土地2建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0621102,64.58,3,2,1,有,無,11000000,170331,,0.0,0,,RPSPMLOJIILFFEA67CA
北投區,房地(土地+建物)+車位,臺北市北投區明德路1~30號,29.79,住,,,1020613,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050425,195.25,3,2,2,有,有,38450000,241990,坡道平面,46.69,2500000,,RPSOMLRJIILFFEA87CA
士林區,房地(土地+建物)+車位,臺北市士林區社正路17巷1~30號,32.3,住,,,1050826,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040528,143.62,2,2,1,有,無,26000000,187089,升降機械,14.27,1800000,,RPPNMLPKIILFFEA37CA
士林區,房地(土地+建物),臺北市士林區後街21巷1~30號,60.0,住,,,1050825,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0511030,84.04,4,2,2,有,無,22280000,265112,,0.0,0,,RPTOMLLKIILFFEA47CA
北投區,房地(土地+建物),臺北市北投區裕民一路40巷31~60號,10.22,住,,,1050802,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710630,89.91000000000001,2,2,1,有,有,13600000,151262,,0.0,0,,RPOQMLSKIILFFEA87CA
大安區,房地(土地+建物),臺北市大安區泰順街1~30號,16.57,商,,,1050815,土地2建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0701202,163.11,4,2,2,有,有,12400000,76022,,0.0,0,親友、員工或其他特殊關係間之交易。,RPOOMLKMRHLFFFA97CA
大安區,房地(土地+建物),臺北市大安區信義路二段10巷11弄1~30號,29.37,住,,,1050827,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,67.97,4,0,4,有,無,19000000,279535,,0.0,0,,RPPNMLNLRHLFFFA18CA
士林區,房地(土地+建物),臺北市士林區社正路31~60號,10.8,商,,,1050828,土地1建物1車位0,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040825,81.7,1,1,1,有,有,12880000,157650,,0.0,0,,RPWOMLTKIILFFEA58CA
士林區,房地(土地+建物),臺北市士林區社正路31~60號,10.8,商,,,1050828,土地1建物1車位0,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040825,81.7,1,1,1,有,有,12880000,157650,,0.0,0,,RPXOMLTKIILFFEA68CA
大安區,房地(土地+建物),臺北市大安區和平東路三段31~60號,12.22,商,,,1050723,土地1建物1車位0,四層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,0750207,120.00999999999999,0,0,0,無,有,22637000,188626,,0.0,0,,RPOOMLSKIILFFFA77CA
大安區,房地(土地+建物)+車位,臺北市大安區和平東路三段31~60號,17.22,商,,,1050723,土地1建物1車位1,四層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,0750207,195.76,0,0,0,無,有,31363000,160203,升降平面,0.0,0,,RPPNMLTKIILFFFA87CA
大安區,土地,仁愛段四小段421~450地號,50.72,其他,,,1050823,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2840831,56010,,0.0,0,道路用地買賣,RPPNMLLKIILFFFA07CA
大安區,房地(土地+建物),臺北市大安區敦化南路一段181~210號,9.11,其他,,,1050910,土地2建物1車位0,十三層,十四層,辦公商業大樓,住家用,鋼筋混凝土造,,101.71,2,1,0,有,有,28000000,275292,,0.0,0,,RPPOMLOJIILFFFA37CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷91~120號,44.11,住,,,1050813,土地2建物1車位2,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020103,250.81,3,2,2,有,有,27500000,141985,坡道平面,85.3,4000000,,RPUNMLRJIILFFAA67DA
中正區,房地(土地+建物),臺北市中正區羅斯福路二段31~60號,3.35,其他,,,1050814,土地3建物1車位0,十二層,十五層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0911125,38.68,1,1,1,有,有,10000000,258532,,0.0,0,,RPSNMLLKIILFFAA96DA
中正區,房地(土地+建物),臺北市中正區汀州路二段12巷1~30號,17.15,住,,,1050821,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980114,59.21,2,2,1,有,有,10000000,168890,,0.0,0,含增建或未登記建物。,RPQOMLNLRHLFFAA97DA
文山區,房地(土地+建物),臺北市文山區羅斯福路五段192巷1~30號,39.45,商,,,1050821,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,139.28,4,2,2,有,無,18000000,129236,,0.0,0,,RPSNMLKMRHLFFAA87DA
中正區,房地(土地+建物),臺北市中正區博愛路1~30號,5.91,商,,,1050902,土地2建物1車位0,五層,十層,辦公商業大樓,商業用,鋼筋混凝土造,0661230,47.01,1,1,1,有,有,8900000,189321,,0.0,0,,RPSNMLOJIILFFBA27DA
萬華區,土地,萬華段二小段601~630地號,22.0,商,,,1050907,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8000000,363636,,0.0,0,含增建或未登記建物。,RPRNMLMLRHLFFBA97DA
內湖區,土地,石潭段二小段31~60地號,71.37,其他,,,1050825,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,42034,,0.0,0,親友、員工或其他特殊關係間之交易。,RPXOMLOLIILFFCA18DA
士林區,房地(土地+建物),臺北市士林區葫蘆街23巷1~30號,24.25,住,,,1050810,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0611207,65.53,3,2,1,有,無,5000000,76301,,0.0,0,含增建或未登記建物。,RPUOMLTLRHLFFEA76DA
士林區,房地(土地+建物),臺北市士林區中山北路七段81巷41弄1~30號,40.89,住,,,1050828,土地2建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670720,69.94,3,2,1,有,有,17000000,243065,,0.0,0,其中1房為工作室含增建或未登記建物。,RPRPMLLLRHLFFEA38DA
北投區,房地(土地+建物),臺北市北投區明德路31~60號,53.85,住,,,1050812,土地6建物2車位0,全,,透天厝,住家用,磚造,01506,15.28,4,2,1,有,無,14660000,959424,,0.0,0,買受人二位建物近無使用價值。,RPVNMLLLRHLFFEA58DA
士林區,房地(土地+建物)+車位,臺北市士林區士商路121~150號,22.29,住,,,1050909,土地1建物1車位2,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930504,123.16,3,1,1,有,有,8400000,68210,坡道平面,29.38,0,親友、員工或其他特殊關係間之交易。,RPSNMLOKIILFFEA67DA
士林區,房地(土地+建物),臺北市士林區小西街31~60號,251.0,商,,,1050627,土地2建物6車位0,一層，地下層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0590807,510.21,68,1,5,有,無,76000000,148958,,0.0,0,含增建或未登記建物。,RPPOMLKMRHLFFEA08DA
大安區,房地(土地+建物),臺北市大安區潮州街91~120號,36.75,住,,,1050713,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,105.72,3,1,1,有,無,22385000,211739,,0.0,0,三等親間買賣,RPOOMLOJIILFFFA37DA
大安區,房地(土地+建物),臺北市大安區羅斯福路三段241~270號,7.42,商,,,1050814,土地1建物1車位0,六層,十二層,辦公商業大樓,見使用執照,鋼筋混凝土造,0760529,72.91,2,2,1,有,有,17250000,236593,,0.0,0,,RPUOMLPJIILFFFA08DA
大安區,房地(土地+建物),臺北市大安區杭州南路二段61巷1~30號,22.11,住,,,1050907,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0721008,122.34,3,2,2,有,有,26800000,219062,,0.0,0,,RPQNMLSLRHLFFFA88DA
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段743巷21弄1~30號,14.45,住,,,1050730,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040821,107.65,2,1,1,有,有,18380000,239626,坡道平面,41.38,2500000,,RPPNMLRJIILFFDA47DA
北投區,土地,八仙段二小段691~720地號,4.0,其他,,,1050829,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,有,190800,47700,,0.0,0,,RPWQMLQLRHLFFEA86DA
大安區,土地,通化段二小段451~480地號,30.0,商,,,1050830,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5370000,179000,,0.0,0,向政府機關承購之案件。,RPSNMLLLIILFFFA57DA
大安區,房地(土地+建物),臺北市大安區信義路四段265巷31弄1~30號,13.23,住,,,1050815,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,72.00999999999999,2,1,1,有,有,15500000,215248,,0.0,0,含增建或未登記建物。,RPRNMLQJIILFFFA77DA
信義區,房地(土地+建物),臺北市信義區吳興街106巷1~30號,23.4,住,,,1050707,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670114,95.18,3,2,2,有,無,17500000,183862,,0.0,0,,RPRNMLNLRHLFFDA28DA
信義區,房地(土地+建物),臺北市信義區永吉路30巷12弄1~30號,12.67,住,,,1050513,土地2建物1車位0,一層,四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0700403,43.29,1,1,1,有,無,8600000,198660,,0.0,0,含增建或未登記建物。,RPSPMLNLRHLFFDA58DA
內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路三段70巷1~30號,19.69,住,,,1050829,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940811,126.67999999999999,2,2,1,有,有,20000000,157878,坡道平面,12.97,0,,RPRPMLOJIILFFCA47DA
信義區,房地(土地+建物),臺北市信義區崇德街206巷9弄1~30號,39.56,住,,,1050731,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751210,114.3,3,2,2,有,無,18180000,159055,,0.0,0,,RPTOMLOLRHLFFDA68DA
松山區,房地(土地+建物),臺北市松山區八德路三段155巷4弄1~30號,37.5,住,,,1050710,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,88.05,3,2,2,有,無,24080000,273481,,0.0,0,權利人為2人。含增建或未登記建物。,RPQNMLPLRHLFFDA38DA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段241~270號,16.33,商,,,1050426,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.23,3,2,2,有,有,26000000,218066,,0.0,0,,RPRNMLPLRHLFFDA48DA
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路157巷36弄91~120號,55.27,住,,,1050823,土地1建物1車位2,十七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030306,383.39,3,2,2,有,有,69300000,216004,坡道平面,90.34,6000000,,RPVPMLQLRHLFFDA56DA
中正區,房地(土地+建物),臺北市中正區牯嶺街91~120號,16.57,住,,,1050811,土地2建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730323,81.17,3,2,1,有,無,14960000,184305,,0.0,0,,RPXNMLQJIILFFAA87DA
文山區,房地(土地+建物)+車位,臺北市文山區政大一街320巷1~30號,68.01,住,,,1050621,土地1建物1車位1,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850828,173.07,3,3,3,有,有,14500000,83781,坡道平面,0.0,0,五樓含電梯,RPUNMLTKIILFFAA97DA
中山區,房地(土地+建物),臺北市中山區合江街130巷1~30號,34.0,住,,,1050830,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,84.94,3,3,2,有,無,14000000,164822,,0.0,0,含增建或未登記建物。,RPOOMLNLRHLFFCA97DA
內湖區,房地(土地+建物)+車位,臺北市內湖區港墘路1~30號,50.51,住,,,1050727,土地1建物1車位1,十二層，十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890609,242.63,4,2,2,有,有,41300000,170218,坡道平面,0.0,0,含增建或未登記建物。,RPTRMLQLRHLFFCA09DA
中山區,房地(土地+建物),臺北市中山區南京東路二段91~120號,5.31,其他,,,1050816,土地3建物1車位0,五層,十八層,套房(1房1廳1衛),住家用,見其他登記事項,0990917,81.91,1,1,1,有,有,20000000,244170,,0.0,0,,RPUNMLLJIILFFCA27DA
中山區,房地(土地+建物),臺北市中山區雙城街19巷1~30號,14.32,商,,,1050816,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0720301,102.78999999999999,2,2,2,有,有,15600000,151766,,0.0,0,,RPTNMLPLRHLFFCA58DA
大安區,房地(土地+建物)+車位,臺北市大安區信義路四段301~330號,27.23,商,,,1050825,土地2建物1車位1,十四層,十五層,辦公商業大樓,商業用,鋼筋混凝土造,0741107,342.65999999999997,0,0,0,無,有,82500000,261548,坡道平面,38.69,3000000,,RPVNMLRKIILFFFA28CA
大安區,房地(土地+建物),臺北市大安區仁愛路四段8巷1~30號,48.0,住,,,1050727,土地1建物1車位0,二層，一層,二層,店面(店鋪),,加強磚造,,62.26,0,0,0,無,無,50000000,803084,,0.0,0,,RPWNMLNJIILFFFA87CA
大安區,房地(土地+建物)+車位,臺北市大安區大安路二段122巷1~30號,33.26,住,,,1050821,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990615,148.73000000000002,3,2,2,有,有,46560000,313050,一樓平面,0.0,0,含增建或未登記建物。,RPROMLNLRHLFFFA48CA
大安區,房地(土地+建物),臺北市大安區和平東路二段107巷11弄1~30號,35.2,住,,,1050712,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741019,125.82,3,2,2,有,無,25000000,198697,,0.0,0,含增建或未登記建物。,RPSNMLMLRHLFFFA38CA
大安區,房地(土地+建物),臺北市大安區信義路四段241~270號,15.1,商,,,1050824,土地2建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0711106,191.23,3,2,2,有,有,46600000,243686,,0.0,0,含增建或未登記建物。,RPWNMLMLRHLFFFA78CA
士林區,房地(土地+建物),臺北市士林區中正路212巷1弄1~30號,35.3,商,,,1050808,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681201,107.63,2,2,2,有,無,19680000,182849,,0.0,0,,RPTNMLLJJILFFEA37CA
大安區,房地(土地+建物),臺北市大安區敦化南路二段61~90號,20.61,其他,,,1050901,土地1建物1車位0,七層,二十四層,辦公商業大樓,商業用,鋼筋混凝土造,0751020,287.8,5,0,0,有,有,76000000,264072,,0.0,0,,RPXNMLKMRHLFFFA78CA
大安區,土地,仁愛段二小段31~60地號,9.65,其他,,,1050715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3943367,408639,,0.0,0,,RPQOMLNJIILFFFA37CA
大安區,土地,仁愛段二小段31~60地號,157.3,其他,,,1050715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,64264302,408546,,0.0,0,,RPROMLNJIILFFFA47CA
大安區,土地,復興段三小段301~330地號,87.0,其他,,,1050715,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,31552290,362670,,0.0,0,,RPSOMLNJIILFFFA57CA
大安區,土地,復興段三小段301~330地號,47.0,其他,,,1050715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17045490,362670,,0.0,0,,RPTOMLNJIILFFFA67CA
大安區,房地(土地+建物),臺北市大安區忠孝東路四段241~270號,12.88,商,,,1050823,土地2建物1車位0,十層,十八層,辦公商業大樓,商業用,見使用執照,0751231,170.85000000000002,0,0,0,無,有,63800000,373427,,0.0,0,,RPQPMLTLRHLFFFA09CA
大安區,房地(土地+建物),臺北市大安區泰順街1~30號,16.57,商,,,1050824,土地2建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0701202,163.11,4,2,2,有,有,37000000,226841,,0.0,0,,RPRPMLTLRHLFFFA56CA
北投區,土地,立農段四小段331~360地號,36.5,其他,,,1050823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,808110,22140,,0.0,0,,RPPNMLLKIILFFEA96CA
北投區,房地(土地+建物),臺北市北投區三合街一段36巷1~30號,60.22,住,,,1021231,土地1建物1車位0,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050415,287.62,4,2,4,有,有,67580000,234963,,0.0,0,"私契日:105年8月10日,與另一戶不同時間購入",RPOOMLLKIILFFEA96CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段36巷1~30號,51.99,住,,,1021231,土地1建物1車位2,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050415,330.99,3,2,3,有,有,62680000,228447,坡道平面,82.88,6000000,"1.預售屋買賣,雨遮不計價2.公契日:105年9月5日3.公契價依公定值4.依「交屋款項明細表」找補項目:(1)地價稅:賣方退19,270元(2)房屋稅:賣方退7,087元(3)面積:賣方退193,235元(4)利息找補:賣方退6,562元",SPOOMLLKIILFFEA07CA
北投區,土地,八仙段二小段61~90地號,10.65,農,,,1050913,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,620000,58216,,0.0,0,,RPVOMLTLRHLFFEA76CA
士林區,房地(土地+建物),臺北市士林區福國路91~120號,16.67,商,,,1050723,土地1建物2車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660811,91.4,3,2,2,有,有,17000000,185996,,0.0,0,價格含增建。二戶打通。,RPWOMLTLRHLFFEA86CA
北投區,房地(土地+建物),臺北市北投區立農街一段1~30號,29.5,住,,,1050830,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0611103,83.25,3,2,1,有,無,6770500,81327,,0.0,0,二等親交易親友、員工或其他特殊關係間之交易。,RPQNMLQLRHLFFEA48CA
