鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.61,商,,,1050825,土地1建物1車位1,十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,111.5,2,2,1,有,無,19270000,216810,坡道平面,33.7,2400000,,RPVOMLNJIILFFBA47CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,4.65,商,,,1050713,土地1建物1車位1,十四層,二十六層,套房(1房1廳1衛),住家用,見其他登記事項,1050331,82.97,1,1,1,有,無,15220000,209014,坡道機械,16.85,1400000,,RPWOMLNJIILFFBA57CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.61,商,,,1050818,土地1建物1車位1,十一層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,111.57,2,2,1,有,無,20000000,227302,坡道平面,33.7,2300000,,RPXOMLNJIILFFBA67CA
萬華區,房地(土地+建物),臺北市萬華區康定路91~120號,3.94,商,,,1050913,土地1建物1車位0,二十六層,二十六層,套房(1房1廳1衛),住家用,見其他登記事項,1050331,58.31,1,1,1,有,無,12200000,209227,,0.0,0,,RPRPMLNJIILFFBA17CA
大同區,房地(土地+建物),臺北市大同區延平北路四段151~180號,23.0,住,,,1050728,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,78.76,2,1,2,有,無,10400000,132047,,0.0,0,,RPPSMLPJIILFFBA47CA
大同區,房地(土地+建物)+車位,臺北市大同區延平北路二段200巷1~30號,26.37,其他,,,1050908,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0891228,213.14,2,2,2,有,有,31000000,145444,升降機械,0.0,0,受債權債務影響或債務抵償之交易。,RPRNMLLKIILFFBA86CA
萬華區,房地(土地+建物),臺北市萬華區西寧南路301~330號,3.35,商,,,1030630,土地1建物1車位0,六層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1050701,40.3,1,1,1,有,無,9300000,230769,,0.0,0,,RPRRMLPJIILFFBA57CA
中山區,房地(土地+建物),臺北市中山區復興北路320巷1~30號,30.2,住,,,1050822,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740121,98.51,3,2,2,有,無,17580000,178459,,0.0,0,地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄。含增建或未登記建物。,RPPRMLRJIILFFCA67CA
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段31~60號,22.62,商,,,1050713,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0761103,262.69,4,0,0,有,有,50000000,190331,坡道平面,34.84,0,,RPTPMLRJIILFFCA87CA
內湖區,房地(土地+建物),臺北市內湖區內湖路三段61~90號,19.73,住,,,1050731,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,87.15,5,0,5,有,無,12350000,141710,,0.0,0,,RPRNMLRJIILFFCA47CA
內湖區,房地(土地+建物),臺北市內湖區康寧路三段99巷39弄1~30號,33.83,住,,,1050620,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840508,124.01,3,2,2,有,有,17200000,138698,,0.0,0,價格含增建,RPOPMLTLRHLFFCA58CA
中山區,房地(土地+建物)+車位,臺北市中山區雙城街13巷1~30號,11.92,商,,,1050903,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021231,111.41,2,1,1,有,有,19500000,175029,升降機械,0.0,0,,RPVNMLKMRHLFFCA28CA
內湖區,房地(土地+建物),臺北市內湖區星雲街168巷31~60號,10.0,住,,,1050730,土地1建物1車位0,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860124,63.4,2,2,1,有,有,9600000,151420,,0.0,0,,RPPOMLKMRHLFFCA77CA
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段30巷31~60號,13.3,商,,,1050905,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0781107,137.38,3,2,2,有,有,19000000,138303,坡道平面,0.0,0,,RPRPMLRKIILFFCA77CA
中山區,房地(土地+建物),臺北市中山區農安街31~60號,13.42,住,,,1050613,土地1建物2車位0,一層,七層,店面(店鋪),商業用,鋼筋混凝土造,0740729,104.47,0,0,0,無,無,22000000,210607,,0.0,0,,RPPOMLPJIILFFCA17CA
中山區,房地(土地+建物)+車位,臺北市中山區植福路301~330號,37.12,其他,,,1030609,土地1建物1車位2,七層,十層,辦公商業大樓,見其他登記事項,見其他登記事項,1041027,240.17000000000002,0,0,0,無,有,72120000,342244,坡道平面,46.38,5800000,本案為預售合約價格。,RPUNMLPKIILFFCA67CA
中山區,房地(土地+建物)+車位,臺北市中山區植福路301~330號,34.65,其他,,,1030609,土地1建物1車位1,七層,十層,辦公商業大樓,見其他登記事項,見其他登記事項,1041027,210.36,0,0,0,無,有,65030000,334348,坡道平面,23.19,2450000,本案為預售合約價格。,RPVNMLPKIILFFCA77CA
中山區,房地(土地+建物)+車位,臺北市中山區植福路301~330號,36.05,其他,,,1030609,土地1建物1車位1,七層,十層,辦公商業大樓,見其他登記事項,見其他登記事項,1041027,215.26999999999998,0,0,0,無,有,68200000,342287,坡道平面,23.19,2450000,本案為預售合約價格。,RPWNMLPKIILFFCA87CA
信義區,房地(土地+建物),臺北市信義區和平東路三段151~180號,7.32,商,,,1050829,土地2建物1車位0,九層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970205,36.67,1,0,1,有,有,8680000,236706,,0.0,0,,RPQPMLTLRHLFFDA88CA
松山區,房地(土地+建物)+車位,臺北市松山區健康路391~420號,33.75,住,,,1050908,土地2建物1車位3,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000706,358.34000000000003,3,2,3,有,有,77500000,216269,坡道機械,0.0,0,,RPOQMLKMRHLFFDA97CA
信義區,房地(土地+建物)+車位,臺北市信義區松智路33巷1~30號,7.21,住,,,1050906,土地2建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870428,28.07,3,2,2,有,有,3200000,114001,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。,RPQOMLKMRHLFFDA97CA
信義區,房地(土地+建物),臺北市信義區光復南路421巷91~120號,42.42,住,,,1050823,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,106.50999999999999,2,2,1,有,有,26500000,248803,,0.0,0,,RPUNMLKMRHLFFDA28CA
信義區,房地(土地+建物),臺北市信義區虎林街120巷91~120號,13.88,住,,,1050813,土地1建物1車位0,四層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950404,63.38,1,1,1,有,有,12600000,198801,,0.0,0,含增建或未登記建物。,RPSPMLTLRHLFFDA09CA
松山區,房地(土地+建物),臺北市松山區民生東路四段75巷1~30號,4.95,商,,,1050921,土地3建物1車位0,見使用執照,七層,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,0680925,25.62,0,0,0,無,無,1800000,70258,,0.0,0,,RPSOMLPJIILFFDA57CA
信義區,房地(土地+建物)+車位,臺北市信義區虎林街46巷31~60號,22.23,住,,,1050901,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050126,97.27000000000001,2,2,1,有,有,29300000,318150,升降機械,12.09,2200000,,RPTPMLNKIILFFDA67CA
信義區,房地(土地+建物),臺北市信義區信義區虎林街46巷31~60號,20.59,住,,,1050901,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050126,77.35000000000001,2,2,1,有,有,22200000,287007,,0.0,0,,SPTPMLNKIILFFDA77CA
北投區,房地(土地+建物)+車位,臺北市北投區裕民二路61~90號,15.02,商,,,1050803,土地1建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021108,213.97,3,2,2,有,有,42800000,200028,坡道平面,45.98,0,,RPWNMLTLRHLFFEA76CA
北投區,房地(土地+建物),臺北市北投區光明路181~210號,2.73,其他,,,1050829,土地1建物1車位0,十一層,十四層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0940322,25.090000000000003,1,1,1,有,有,3800000,151455,,0.0,0,,RPUNMLKMRHLFFEA38CA
北投區,房地(土地+建物),臺北市北投區實踐街56巷1~30號,35.75,住,,,1050807,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620430,89.27,3,2,1,有,無,12880000,144281,,0.0,0,價格含增建,RPXPMLKMRHLFFEA88CA
士林區,房地(土地+建物),臺北市士林區中社路二段20巷1~30號,97.19,住,,,1050728,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650406,102.92,3,2,2,有,無,10880000,105713,,0.0,0,,RPOQMLKMRHLFFEA08CA
北投區,土地,三合段61~90地號,13.54,住,,,1050914,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6143000,453693,,0.0,0,本買賣案件係屬二親等間特殊交易，其交易價格可能異於市場正常交易價格。,RPSPMLNJIILFFEA57CA
北投區,房地(土地+建物),臺北市北投區泉源路31~60號,13.94,住,,,1050905,土地1建物1車位0,七層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0870105,42.14,1,1,1,有,有,5000000,118652,,0.0,0,二等親間之買賣,RPPOMLSKIILFFEA77CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段36巷1~30號,45.07,住,,,1050819,土地1建物1車位2,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050415,302.76,3,2,2,有,有,61110000,251546,坡道平面,82.88,5800000,,RPUOMLLKIILFFEA57CA
士林區,房地(土地+建物),臺北市士林區重慶北路四段61~90號,13.07,住,,,1050824,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680123,73.30999999999999,2,1,1,有,有,3000000,40922,,0.0,0,親友、員工或其他特殊關係間之交易。,RPVNMLRJIILFFEA08CA
士林區,土地,新安段五小段331~360地號,706.83,住,,,1050909,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23000000,32540,,0.0,0,,RPWNMLRJIILFFEA18CA
大安區,房地(土地+建物),臺北市大安區忠孝東路四段205巷31~60號,65.82,住,,,1050407,土地1建物1車位0,一層,六層,店面(店鋪),住家用,鋼筋混凝土造,0751220,255.70000000000002,2,1,2,有,有,131000000,512319,,0.0,0,含增建或未登記建物。,RPOPMLTLRHLFFFA88CA
大安區,房地(土地+建物),臺北市大安區泰順街40巷1~30號,18.24,住,,,1050814,土地1建物1車位0,二層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0941220,76.19,1,1,1,有,有,16300000,213939,,0.0,0,含增建或未登記建物。,RPPPMLTLRHLFFFA98CA
大安區,車位,臺北市大安區和平東路二段18巷1~30號,5.84,住,,,1050906,土地0建物0車位2,地下一層,十層,其他,停車空間,鋼筋混凝土造,0971226,48.28,0,0,0,有,有,5080000,,坡道機械,0.0,5080000,,RPSNMLKMRHLFFFA28CA
大安區,房地(土地+建物),臺北市大安區羅斯福路二段35巷19弄1~30號,44.75,住,,,1050817,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580421,102.18,4,2,2,有,無,19000000,185946,,0.0,0,,RPWOMLNJIILFFFA97CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段36巷1~30號,51.99,住,,,1050510,土地1建物1車位2,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050415,330.99,3,2,3,有,有,54304000,198396,坡道平面,82.88,5080000,"1.雨遮不計價2.公契日:105年9月13日3.私契日:105年5月10日4.公契價依公定值5.依「交屋款項明細表」找補項目:(1)地價稅:賣方退19,483元(2)房屋稅:賣方退7,846元(3)面積:賣方退167,816元",RPRQMLLLIILFFEA57CA
大安區,房地(土地+建物),臺北市大安區信義路四段241~270號,7.9,商,,,1050902,土地2建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,83.57,3,2,2,有,有,25200000,301544,,0.0,0,,RPPNMLKLIILFFFA07CA
大安區,房地(土地+建物),臺北市大安區忠孝東路三段61~90號,18.62,商,,,1050812,土地1建物1車位0,一層，騎樓,十一層,店面(店鋪),商業用,鋼筋混凝土造,0830609,127.25999999999999,0,0,0,無,有,135000000,1060820,,0.0,0,,RPTOMLKLIILFFFA57CA
大安區,土地,仁愛段二小段31~60地號,287.4,其他,,,1050816,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,114448057,398219,,0.0,0,,RPOOMLNJIILFFFA17CA
中正區,房地(土地+建物),臺北市中正區汀州路一段92巷1~30號,19.0,住,,,1050826,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720714,84.68,3,2,2,有,無,11200000,132263,,0.0,0,含增建或未登記建物。,RPUNMLMKIILFFAA27DA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段105巷1~30號,21.71,住,,,1050820,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840821,133.8,3,2,2,有,有,15000000,112108,坡道平面,0.0,0,,RPPNMLMJIILFFAA66DA
文山區,房地(土地+建物),臺北市文山區興隆路三段206巷10弄1~30號,53.75,住,,,1050508,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,103.98,3,2,2,有,無,20000000,192345,,0.0,0,含增建或未登記建物。,RPQNMLMJIILFFAA76DA
文山區,房地(土地+建物)+車位,臺北市文山區汀州路四段211~240號,36.8,住,,,1050831,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991105,190.81,3,2,2,有,有,11000000,57649,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。,RPPNMLLLIILFFAA76DA
萬華區,房地(土地+建物)+車位,臺北市萬華區西園路一段72巷1~30號,23.36,商,,,1050912,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960503,131.92,4,0,4,有,有,13500000,102335,升降機械,0.0,0,隔間成4間套房,RPRNMLKMRHLFFBA87DA
中山區,房地(土地+建物),臺北市中山區錦州街426巷1弄1~30號,44.5,住,,,1050627,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),,加強磚造,,88.82,4,2,1,有,無,26000000,292727,,0.0,0,1.權利人等二人2.含增建或未登記建物。,RPTNMLLJIILFFCA17DA
中山區,房地(土地+建物),臺北市中山區南京東路二段91~120號,24.68,商,,,1050825,土地2建物1車位0,六層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,0751218,286.41999999999996,0,1,0,有,有,63800000,222750,,0.0,0,,RPQNMLMJIILFFCA96DA
松山區,房地(土地+建物),臺北市松山區南京東路四段133巷4弄1~30號,30.0,商,,,1050723,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),見其他登記事項,加強磚造,0560722,92.4,2,2,1,有,無,18000000,194805,,0.0,0,,RPXOMLOJIILFFDA08DA
南港區,房地(土地+建物),臺北市南港區研究院路二段197巷1~30號,32.33,住,,,1050905,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,69.55,3,1,3,有,無,6000000,86269,,0.0,0,親友、員工或其他特殊關係間之交易。,RPWNMLTLRHLFFDA76DA
松山區,房地(土地+建物),臺北市松山區南京東路五段250巷18弄1~30號,22.57,住,,,1050709,土地1建物1車位0,二層，陽台,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0650609,104.5,3,2,2,有,無,17150000,164115,,0.0,0,含增建或未登記建物,RPPOMLTLRHLFFDA78DA
中山區,房地(土地+建物),臺北市中山區復興北路121~150號,24.54,商,,,1050810,土地1建物1車位0,九層,十四層,辦公商業大樓,商業用,鋼筋混凝土造,0720817,265.38,0,1,0,有,有,59400000,223830,,0.0,0,,RPVNMLQJIILFFCA87DA
中山區,房地(土地+建物),臺北市中山區建國北路二段258巷31~60號,30.86,住,,,1050911,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670422,136.74,4,1,2,有,無,28880000,211204,,0.0,0,,RPQNMLNJIILFFCA07DA
大安區,房地(土地+建物)+車位,臺北市大安區潮州街61~90號,113.73,住,,,1050701,土地1建物1車位5,十五層，十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1031006,890.23,0,2,2,有,有,243800000,273862,坡道平面,249.45,0,含增建或未登記建物。,RPUNMLRLIILFFFA38DA
大安區,房地(土地+建物),臺北市大安區忠孝東路四段216巷33弄1~30號,32.49,住,,,1050608,土地1建物1車位0,一層，平台,七層,店面(店鋪),住家用,鋼筋混凝土造,,136.19,0,1,1,有,有,90000000,660841,,0.0,0,含增建或未登記建物。,RPPOMLNKIILFFFA47DA
中山區,房地(土地+建物),臺北市中山區建國北路二段19巷1~30號,18.25,商,,,1050703,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,52.64,5,2,2,有,無,11100000,210866,,0.0,0,含增建或未登記建物。,RPUNMLRKIILFFCA97DA
北投區,房地(土地+建物)+車位,臺北市北投區榮華一路20巷1~30號,59.34,住,,,1050902,土地1建物1車位2,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1011109,269.32,4,2,2,有,有,48000000,188080,坡道機械,30.06,3000000,,RPPRMLOJIILFFEA67DA
大安區,房地(土地+建物)+車位,臺北市大安區信義路二段31~60號,6.54,商,,,1050829,土地1建物2車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990122,81.48,2,1,1,有,有,26800000,328915,塔式車位,11.36,0,含增建或未登記建物,RPPNMLLJIILFFFA07DA
大安區,房地(土地+建物),臺北市大安區信義路四段265巷10弄1~30號,35.12,住,,,1050604,土地1建物1車位0,陽台，三層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,100.58,2,2,2,有,無,27080000,269238,,0.0,0,,RPVOMLPJIILFFFA18DA
士林區,房地(土地+建物),臺北市士林區福志路80巷1~30號,19.14,住,,,1050819,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0910109,105.72,3,1,2,有,有,24200000,228907,,0.0,0,,RPWPMLOJIILFFEA18DA
信義區,房地(土地+建物),臺北市信義區吳興街494巷1~30號,24.9,住,,,1050815,土地1建物2車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780710,149.44,4,3,1,有,無,21000000,140525,,0.0,0,,RPUNMLRJIILFFDA97DA
大安區,房地(土地+建物),臺北市大安區仁愛路四段300巷35弄1~30號,29.85,住,,,1050805,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740104,100.08,3,2,2,有,有,15500000,154876,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPNMLOKIILFFFA47DA
大安區,房地(土地+建物),臺北市大安區辛亥路一段121~150號,18.67,住,,,1050823,土地1建物1車位0,五層,十四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720920,133.66,4,2,2,有,有,30500000,228191,,0.0,0,,RPSNMLSLIILFFFA28DA
中山區,土地,長安段二小段691~720地號,11.35,住,,,1050725,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9485309,835710,,0.0,0,,RPOOMLNJIILFFCA96DA
內湖區,房地(土地+建物),臺北市內湖區江南街65巷31~60號,72.3,住,,,1050805,土地1建物1車位0,地下層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0790412,1470.17,0,0,0,無,無,30000000,20406,,0.0,0,共有部分含停車位之所有權,RPQQMLOJIILFFCA47DA
內湖區,房地(土地+建物),臺北市內湖區成功路四段294巷25弄1~30號,527.43,住,,,1050802,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0750702,574.88,7,2,6,有,有,90000000,156554,,0.0,0,含增建或未登記建物。賣方表示停車位置為1樓一整層，皆可使用,RPPRMLOJIILFFCA47DA
中山區,房地(土地+建物),臺北市中山區合江街1~30號,8.92,商,,,1050801,土地1建物1車位0,一層，騎樓,四層,店面(店鋪),商業用,鋼筋混凝土造,0660511,20.27,0,0,0,無,無,6400000,315738,,0.0,0,親友、員工或其他特殊關係間之交易。,RPTNMLNKIILFFCA47DA
內湖區,房地(土地+建物),臺北市內湖區安泰街129巷1~30號,26.72,住,,,1050828,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700515,109.95,3,2,2,有,無,8500000,77308,,0.0,0,,RPQPMLRJIILFFCA67DA
中山區,房地(土地+建物),臺北市中山區雙城街23巷1~30號,36.41,商,,,1050817,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0781214,141.65,5,3,3,有,無,30080000,212354,,0.0,0,含增建或未登記建物。,RPPQMLRJIILFFCA67DA
信義區,房地(土地+建物),臺北市信義區信義路六段33巷1~30號,22.89,住,,,1050830,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670110,86.57,3,2,1,有,無,15500000,179046,,0.0,0,,RPVNMLNJIILFFDA67DA
中山區,房地(土地+建物)+車位,臺北市中山區龍江路429巷1~30號,15.89,住,,,1050830,土地1建物1車位1,六層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1020914,85.02000000000001,1,1,1,有,有,20300000,238767,一樓平面,11.61,0,,RPSNMLMJIILFFCA17DA
內湖區,房地(土地+建物),臺北市內湖區麗山街62巷11弄1~30號,39.54,住,,,1050901,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,92.64,3,2,1,有,無,11000000,118739,,0.0,0,含增建或未登記建物。,RPQPMLKMRHLFFCA08DA
中山區,房地(土地+建物),臺北市中山區南京東路一段132巷1~30號,7.6,商,,,1050830,土地2建物1車位0,四層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0770722,32.79,1,0,1,有,有,5600000,170784,,0.0,0,,RPRPMLKMRHLFFCA18DA
中山區,房地(土地+建物),臺北市中山區錦州街31~60號,4.13,商,,,1050817,土地1建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0711102,45.62,2,1,1,有,有,6250000,137001,,0.0,0,,RPRNMLLJIILFFCA96DA
中正區,房地(土地+建物),臺北市中正區和平西路二段98巷1~30號,4.12,住,,,1050829,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,7.45,3,2,1,有,無,1052040,141213,,0.0,0,親友、員工或其他特殊關係間之交易。,RPVNMLQJIILFFAA67DA
文山區,房地(土地+建物),臺北市文山區萬盛街31~60號,35.88,住,,,1050902,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,80.52,3,2,1,有,無,10500000,130402,,0.0,0,頂樓加蓋含增建或未登記建物。,RPQOMLNJIILFFAA96DA
文山區,房地(土地+建物)+車位,臺北市文山區樟新街8巷5弄1~30號,28.18,住,,,1050823,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820625,127.14,3,2,2,有,無,18000000,141576,坡道平面,0.0,0,,RPQPMLNJIILFFAA07DA
大安區,房地(土地+建物),臺北市大安區和平東路二段265巷25弄1~30號,25.33,住,,,1050724,土地1建物1車位0,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740522,129.25,3,2,2,有,有,27350000,211622,,0.0,0,含增建或未登記建物。內含獨立產權公設，未包含在棟數內,RPQOMLPJIILFFFA57CA
大安區,房地(土地+建物),臺北市大安區信義路三段31~60號,24.92,商,,,1050805,土地2建物1車位0,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770121,213.70000000000002,5,2,2,有,有,64640000,302480,,0.0,0,,RPUNMLQJIILFFFA97CA
大安區,房地(土地+建物),臺北市大安區光復南路676巷1~30號,10.18,住,,,1050830,土地1建物1車位0,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0921020,43.28,2,1,1,有,有,11680000,269871,,0.0,0,,RPROMLMKIILFFFA47CA
大安區,房地(土地+建物),臺北市大安區潮州街121~150號,5.02,商,,,1050901,土地1建物1車位0,四層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0940203,25.73,1,1,1,有,有,10400000,404197,,0.0,0,,RPTOMLNKIILFFFA77CA
大安區,房地(土地+建物),臺北市大安區信義路四段181~210號,4.88,商,,,1050706,土地2建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850705,48.18,1,1,1,有,有,9500000,197177,,0.0,0,二等親間之買賣,RPTNMLTKIILFFFA28CA
大安區,車位,臺北市大安區金山南路二段1~30號,0.21,其他,,,1050919,土地0建物0車位1,見使用執照,十二層,其他,見使用執照,鋼筋混凝土造,0700619,38.160000000000004,0,0,0,有,有,2100000,,坡道平面,36.14,2100000,,RPXOMLNJIILFFFA08CA
大安區,房地(土地+建物)+車位,臺北市大安區忠孝東路四段205巷31~60號,43.05,住,,,1050824,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,245.16000000000003,4,2,2,有,無,53000000,216185,坡道平面,37.21,0,內含獨立產權車位，未包含在棟數內含增建或未登記建物。,RPSOMLKMRHLFFFA38CA
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段195巷1~30號,33.35,住,,,1050902,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970506,183.95,3,2,2,有,有,42000000,228323,坡道平面,0.0,0,,RPPNMLRJIILFFEA47CA
士林區,土地,光華段四小段511~540地號,19.77,商,,,1050902,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10410000,526555,,0.0,0,,RPQNMLQJIILFFEA47CA
士林區,房地(土地+建物),臺北市士林區承德路四段6巷1~30號,20.42,住,,,1050811,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700225,91.89,3,1,1,有,無,5900000,64207,,0.0,0,權利人共2人親友、員工或其他特殊關係間之交易。,RPSOMLPJIILFFEA67CA
士林區,車位,臺北市士林區德行西路31~60號,0.04,工,,,1050908,土地0建物0車位1,地下二層,十三層,其他,停車空間,鋼筋混凝土造,0970502,35.31,0,0,0,有,有,2800000,,坡道平面,35.31,2800000,,RPROMLOJIILFFEA47CA
士林區,車位,臺北市士林區德行西路31~60號,0.05,工,,,1050913,土地0建物0車位1,地下二層,十三層,其他,停車空間,鋼筋混凝土造,0970502,35.239999999999995,0,0,0,有,有,2600000,,坡道平面,35.24,2600000,,RPVOMLOJIILFFEA87CA
士林區,車位,臺北市士林區德行西路31~60號,0.05,工,,,1050913,土地0建物0車位1,地下二層,十三層,其他,停車空間,鋼筋混凝土造,0970502,35.31,0,0,0,有,有,2610000,,坡道平面,35.31,2610000,,SPVOMLOJIILFFEA97CA
